"ESTU_GENERO","ESTU_CONSECUTIVO","ESTU_TIENEETNIA","ESTU_DEPTO_RESIDE","ESTU_COD_RESIDE_DEPTO","FAMI_ESTRATOVIVIENDA","FAMI_EDUCACIONPADRE","FAMI_EDUCACIONMADRE","FAMI_TRABAJOLABORPADRE","FAMI_TRABAJOLABORMADRE","FAMI_NUMLIBROS","ESTU_DEDICACIONLECTURADIARIA","ESTU_DEDICACIONINTERNET","ESTU_HORASSEMANATRABAJA","COLE_NATURALEZA","COLE_BILINGUE","COLE_JORNADA","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_C_NATURALES","PUNT_SOCIALES_CIUDADANAS","PUNT_INGLES","PUNT_GLOBAL"
"F","SB11202040404281","No","TOLIMA",73,"Estrato 1","Primaria incompleta","Primaria incompleta","Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia","11 A 25 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","Menos de 10 horas","OFICIAL","N","NOCHE",42,48,42,43,33,215
"F","SB11202040041891","No","NORTE SANTANDER",54,"Estrato 2","Técnica o tecnológica incompleta","Educación profesional completa","No sabe","Trabaja en el hogar, no trabaja o estudia","MÁS DE 100 LIBROS","Más de 2 horas","Más de 3 horas","Entre 11 y 20 horas","NO OFICIAL","N","MAÑANA",63,56,63,62,51,301
"F","SB11202040336504","No","HUILA",41,"Estrato 1","Primaria completa","Primaria completa","Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia","11 A 25 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","Entre 11 y 20 horas","OFICIAL",NA,"COMPLETA",69,63,66,60,50,317
"F","SB11202040483830","No","ATLANTICO",8,"Sin Estrato","Primaria incompleta","Primaria incompleta","Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","OFICIAL","N","UNICA",41,43,35,39,37,197
"M","SB11202040410366","No","SANTANDER",68,"Estrato 2","Primaria incompleta","Primaria incompleta","Es vendedor o trabaja en atención al público","Es vendedor o trabaja en atención al público","0 A 10 LIBROS","30 minutos o menos","Más de 3 horas","0","OFICIAL","N","MAÑANA",54,55,40,47,33,239
"F","SB11202040015563","No","VALLE",76,"Estrato 1","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Es vendedor o trabaja en atención al público","26 A 100 LIBROS","Entre 1 y 2 horas","Más de 3 horas","0","OFICIAL",NA,"MAÑANA",55,62,65,59,53,298
"M","SB11202040525820","No","MAGDALENA",47,"Estrato 1","Secundaria (Bachillerato) incompleta","Primaria completa","Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","0","OFICIAL","N","NOCHE",49,49,41,53,46,239
"M","SB11202040014951","No","CAUCA",19,"Estrato 2","Primaria completa","Secundaria (Bachillerato) incompleta","Es agricultor, pesquero o jornalero","Trabaja por cuenta propia (por ejemplo plomero, electricista)","11 A 25 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","Más de 30 horas","OFICIAL","N","MAÑANA",57,46,48,27,49,224
"M","SB11202040304179","No","CUNDINAMARCA",25,"Estrato 3","Secundaria (Bachillerato) completa","Educación profesional completa","Trabaja en el hogar, no trabaja o estudia","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","26 A 100 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","Menos de 10 horas","OFICIAL","N","MAÑANA",42,36,41,42,44,203
"M","SB11202040156826","No","SANTANDER",68,"Estrato 1","Primaria completa","Secundaria (Bachillerato) incompleta","Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja en el hogar, no trabaja o estudia","11 A 25 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","OFICIAL","N","UNICA",52,66,65,63,54,305
"M","SB11202040278495","No","VALLE",76,"Estrato 3","Técnica o tecnológica completa","Técnica o tecnológica completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","Entre 11 y 20 horas","NO OFICIAL","N","MAÑANA",65,67,64,63,64,323
"M","SB11202040436772","No","ANTIOQUIA",5,"Estrato 2","Secundaria (Bachillerato) completa","Primaria completa","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","Más de 30 horas","OFICIAL","N","COMPLETA",48,58,52,46,52,255
"F","SB11202040298283","No","META",50,"Estrato 2","Primaria incompleta","Secundaria (Bachillerato) completa","Es operario de máquinas o conduce vehículos (taxita, chofer)","Es vendedor o trabaja en atención al público","11 A 25 LIBROS","30 minutos o menos","Entre 1 y 3 horas","Entre 11 y 20 horas","OFICIAL","N","MAÑANA",58,63,56,53,56,287
"F","SB11202040293154","No","BOLIVAR",13,"Estrato 1","Secundaria (Bachillerato) completa","Primaria incompleta","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","0 A 10 LIBROS","Más de 2 horas","30 minutos o menos","0","OFICIAL","N","MAÑANA",45,47,48,50,44,236
"M","SB11202040423428","No","SANTANDER",68,"Estrato 3","Educación profesional completa","Secundaria (Bachillerato) completa","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","Entre 11 y 20 horas","NO OFICIAL","N","MAÑANA",54,56,44,32,53,235
"M","SB11202040256917","No","BOGOTÁ",11,"Estrato 2","Primaria incompleta","Secundaria (Bachillerato) completa","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","0 A 10 LIBROS","No leo por entretenimiento","Más de 3 horas","0","OFICIAL","N","MAÑANA",47,49,47,45,37,231
"M","SB11202040319747","No","ATLANTICO",8,"Estrato 2","Técnica o tecnológica incompleta","Primaria completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","0 A 10 LIBROS","30 minutos o menos","No Navega Internet","0","OFICIAL","N","UNICA",62,62,66,57,70,312
"M","SB11202040483851","No","ATLANTICO",8,"Estrato 1","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","No sabe","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","11 A 25 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","Menos de 10 horas","OFICIAL","N","UNICA",61,56,51,53,49,274
"F","SB11202040160797","No","CUNDINAMARCA",25,"Estrato 1","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","No sabe","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","No leo por entretenimiento","30 minutos o menos","0","OFICIAL","N","UNICA",32,32,39,28,37,165
"F","SB11202040152490","No","TOLIMA",73,"Estrato 2","No sabe","Secundaria (Bachillerato) completa","No sabe","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","11 A 25 LIBROS","Entre 1 y 2 horas","Más de 3 horas","0","OFICIAL","N","MAÑANA",71,35,57,63,73,289
"F","SB11202040365925","No","HUILA",41,"Estrato 1","Primaria incompleta","Primaria completa","Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","0","OFICIAL","N","COMPLETA",52,39,45,46,47,228
"M","SB11202040174907","No","ANTIOQUIA",5,"Estrato 2","Secundaria (Bachillerato) completa","Técnica o tecnológica completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","11 A 25 LIBROS","Entre 1 y 2 horas","Más de 3 horas","0","OFICIAL","N","MAÑANA",54,59,53,54,45,271
"M","SB11202040444397","No","ATLANTICO",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO OFICIAL","N","NOCHE",42,31,29,36,41,175
"F","SB11202040435728","No","CAQUETA",18,"Estrato 1","Primaria incompleta","Secundaria (Bachillerato) incompleta","Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia","MÁS DE 100 LIBROS","30 minutos o menos","Entre 1 y 3 horas","Menos de 10 horas","OFICIAL",NA,"UNICA",56,47,55,55,58,268
"F","SB11202040346401","No","CUNDINAMARCA",25,"Estrato 1","Secundaria (Bachillerato) incompleta","Primaria incompleta","Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia","11 A 25 LIBROS","Más de 2 horas","No Navega Internet","Menos de 10 horas","OFICIAL",NA,"MAÑANA",54,45,50,45,39,239
"F","SB11202040242237","No","META",50,"Estrato 2","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","No sabe","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","11 A 25 LIBROS","30 minutos o menos","Entre 1 y 3 horas","0","OFICIAL","N","MAÑANA",64,55,59,58,54,293
"F","SB11202040478197","No","ATLANTICO",8,"Estrato 1","Primaria completa","Primaria completa","Es vendedor o trabaja en atención al público","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","Entre 1 y 2 horas","30 minutos o menos","0","OFICIAL","N","MAÑANA",40,37,32,36,31,179
"M","SB11202040344111","No","CAQUETA",18,"Estrato 2","No sabe","Técnica o tecnológica completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es vendedor o trabaja en atención al público","11 A 25 LIBROS","No leo por entretenimiento","Más de 3 horas","0","OFICIAL","N","UNICA",66,67,62,72,58,330
"F","SB11202040397033","No","CALDAS",17,"Estrato 3","Secundaria (Bachillerato) incompleta","Educación profesional completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","26 A 100 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","0","OFICIAL","N","MAÑANA",65,69,52,62,57,308
"F","SB11202040346169","No","BOGOTÁ",11,"Estrato 3","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","26 A 100 LIBROS","30 minutos o menos","Entre 1 y 3 horas","0","NO OFICIAL","N","COMPLETA",56,53,48,50,47,257
"F","SB11202040531538","No","ANTIOQUIA",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFICIAL","N","UNICA",68,67,63,70,57,331
"F","SB11202040467754","No","META",50,"Estrato 2","No sabe","Secundaria (Bachillerato) completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","11 A 25 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","Entre 11 y 20 horas","OFICIAL","N","MAÑANA",62,51,48,56,35,264
"F","SB11202040386398","No","CUNDINAMARCA",25,"Estrato 2","Primaria incompleta","Primaria incompleta","Es agricultor, pesquero o jornalero","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","26 A 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","0","OFICIAL",NA,"MAÑANA",53,47,48,49,37,242
"F","SB11202040576065",NA,"CASANARE",85,"Sin Estrato","Primaria incompleta","Secundaria (Bachillerato) incompleta","Es agricultor, pesquero o jornalero","Es agricultor, pesquero o jornalero","11 A 25 LIBROS","No leo por entretenimiento","Entre 1 y 3 horas","Más de 30 horas","OFICIAL","N","MAÑANA",47,46,47,34,44,218
"M","SB11202040380137","No","ATLANTICO",8,"Estrato 1","Primaria incompleta","Técnica o tecnológica completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","11 A 25 LIBROS","Entre 30 y 60 minutos","Más de 3 horas","0","OFICIAL",NA,"UNICA",62,61,53,69,45,300
"M","SB11202040092104","No","BOGOTÁ",11,"Estrato 2","No sabe","No sabe","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","11 A 25 LIBROS","30 minutos o menos","Entre 1 y 3 horas","0","NO OFICIAL","N","COMPLETA",67,76,72,71,67,356
"M","SB11202040072323","No","VALLE",76,"Estrato 2","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","NO OFICIAL","N","TARDE",53,51,59,43,56,259
"M","SB11202040420322","No","QUINDIO",63,"Estrato 1","Primaria incompleta","Secundaria (Bachillerato) incompleta","Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","No leo por entretenimiento","Entre 1 y 3 horas","Menos de 10 horas","OFICIAL","N","UNICA",56,58,54,44,44,262
"F","SB11202040448781","Si","LA GUAJIRA",44,"Estrato 1","Primaria completa","Educación profesional completa","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja por cuenta propia (por ejemplo plomero, electricista)","26 A 100 LIBROS","No leo por entretenimiento","No Navega Internet","0","OFICIAL","N","MAÑANA",49,50,41,47,41,232
"F","SB11202040480128","No","CUNDINAMARCA",25,"Estrato 2","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja por cuenta propia (por ejemplo plomero, electricista)","26 A 100 LIBROS","30 minutos o menos","Entre 1 y 3 horas","Entre 21 y 30 horas","NO OFICIAL",NA,"SABATINA",47,40,45,36,34,207
"F","SB11202040291499","No","PUTUMAYO",86,"Estrato 1","Primaria incompleta","Primaria incompleta","Es agricultor, pesquero o jornalero","Es agricultor, pesquero o jornalero","0 A 10 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","0","OFICIAL","N","UNICA",43,44,38,38,46,206
"M","SB11202040064353","No","SUCRE",70,"Estrato 4","No sabe","Secundaria (Bachillerato) completa","No sabe","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","30 minutos o menos","30 minutos o menos","Menos de 10 horas","OFICIAL","N","MAÑANA",58,64,42,57,37,269
"M","SB11202040328945","No","BOLIVAR",13,"Estrato 2","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","11 A 25 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","0","OFICIAL",NA,"MAÑANA",44,53,39,28,56,211
"F","SB11202040478901","No","SUCRE",70,"Estrato 1","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Es vendedor o trabaja en atención al público","Trabaja por cuenta propia (por ejemplo plomero, electricista)","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","OFICIAL","N","MAÑANA",37,36,27,35,37,170
"F","SB11202040328527","No","VALLE",76,"Estrato 3","No sabe","No sabe","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia","11 A 25 LIBROS","Entre 1 y 2 horas","Entre 1 y 3 horas","0","OFICIAL","N","UNICA",50,34,40,41,35,204
"M","SB11202040139648","No","BOGOTÁ",11,"Estrato 3","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","0 A 10 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","0","NO OFICIAL","N","COMPLETA",56,65,56,53,52,285
"M","SB11202040203785","No","HUILA",41,"Estrato 1","Secundaria (Bachillerato) incompleta","Educación profesional completa","Es agricultor, pesquero o jornalero","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","26 A 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","Entre 11 y 20 horas","OFICIAL","N","MAÑANA",45,50,41,40,44,220
"F","SB11202040157538","No","SANTANDER",68,"Estrato 3","Técnica o tecnológica incompleta","Técnica o tecnológica incompleta","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","11 A 25 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","OFICIAL","N","MAÑANA",69,58,40,58,50,279
"F","SB11202040175964","No","CESAR",20,"Estrato 1","Primaria incompleta","Primaria incompleta","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","0 A 10 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","0","OFICIAL","N","MAÑANA",50,43,39,48,36,222
"F","SB11202040081331","No","BOGOTÁ",11,"Estrato 4","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","26 A 100 LIBROS","30 minutos o menos","Más de 3 horas","0","NO OFICIAL","N","COMPLETA",68,66,63,63,77,330
"M","SB11202040515237","No","CALDAS",17,"Estrato 3","Secundaria (Bachillerato) incompleta","Educación profesional completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","11 A 25 LIBROS","No leo por entretenimiento","Más de 3 horas","Entre 21 y 30 horas","OFICIAL","N","UNICA",51,43,48,50,34,235
"M","SB11202040340364","No","ATLANTICO",8,"Estrato 1","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","0 A 10 LIBROS","No leo por entretenimiento","Entre 1 y 3 horas","0","NO OFICIAL","N","UNICA",62,53,60,46,40,270
"F","SB11202040560935","No","CUNDINAMARCA",25,"Estrato 2","Primaria incompleta","Secundaria (Bachillerato) completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","11 A 25 LIBROS","30 minutos o menos","Más de 3 horas","Entre 11 y 20 horas","OFICIAL","N","UNICA",49,56,51,53,46,259
